index,id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,person_id,name,character,role,credit_count
4210,tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],tt0164550,6.0,7557.0,6.309,6.0,54349,Gulshan Grover,Shalaku,ACTOR,12
4211,tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],tt0164550,6.0,7557.0,6.309,6.0,38633,Kajol,Girl on railway station (Special Appearance),ACTOR,10
4212,tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],tt0164550,6.0,7557.0,6.309,6.0,104753,Vishwajeet Pradhan,Tony (Special Appearance),ACTOR,6
4213,tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],tt0164550,6.0,7557.0,6.309,6.0,63304,Farida Jalal,Unavailable,ACTOR,5
4214,tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],tt0164550,6.0,7557.0,6.309,6.0,103843,Mahesh Bhatt,Unavailable,DIRECTOR,4
4215,tm340430,Govindha Govindha,MOVIE,1993,NR,145,"['drama', 'action', 'crime']",['IN'],tt0192087,7.0,351.0,1.023,4.0,135395,Nagarjuna Akkineni,Seenu,ACTOR,3
4216,tm340430,Govindha Govindha,MOVIE,1993,NR,145,"['drama', 'action', 'crime']",['IN'],tt0192087,7.0,351.0,1.023,4.0,61020,Sridevi,Naveena,ACTOR,5
4217,tm340430,Govindha Govindha,MOVIE,1993,NR,145,"['drama', 'action', 'crime']",['IN'],tt0192087,7.0,351.0,1.023,4.0,61715,Kota Srinivasa Rao,Satyananda Swamy,ACTOR,3
4218,tm340430,Govindha Govindha,MOVIE,1993,NR,145,"['drama', 'action', 'crime']",['IN'],tt0192087,7.0,351.0,1.023,4.0,69034,Paresh Rawal,Paresh,ACTOR,22
4230,tm340430,Govindha Govindha,MOVIE,1993,NR,145,"['drama', 'action', 'crime']",['IN'],tt0192087,7.0,351.0,1.023,4.0,57119,Ram Gopal Varma,Unavailable,DIRECTOR,3
4232,tm184326,Damini,MOVIE,1993,NR,180,"['drama', 'crime']",['IN'],tt0106655,8.0,3490.0,3.444,7.3,57761,Sunny Deol,Govind,ACTOR,5
4233,tm184326,Damini,MOVIE,1993,NR,180,"['drama', 'crime']",['IN'],tt0106655,8.0,3490.0,3.444,7.3,62774,Rishi Kapoor,Shekhar Gupta,ACTOR,12
4234,tm184326,Damini,MOVIE,1993,NR,180,"['drama', 'crime']",['IN'],tt0106655,8.0,3490.0,3.444,7.3,64512,Tinnu Anand,Shekhar's Uncle,ACTOR,12
4236,tm184326,Damini,MOVIE,1993,NR,180,"['drama', 'crime']",['IN'],tt0106655,8.0,3490.0,3.444,7.3,14173,Rohini Hattangadi,Mrs Sumitra Gupta,ACTOR,3
4237,tm184326,Damini,MOVIE,1993,NR,180,"['drama', 'crime']",['IN'],tt0106655,8.0,3490.0,3.444,7.3,66214,Kulbhushan Kharbanda,Mr Gupta,ACTOR,9
4238,tm184326,Damini,MOVIE,1993,NR,180,"['drama', 'crime']",['IN'],tt0106655,8.0,3490.0,3.444,7.3,63303,Amrish Puri,Indrajit Chaddha,ACTOR,6
4239,tm184326,Damini,MOVIE,1993,NR,180,"['drama', 'crime']",['IN'],tt0106655,8.0,3490.0,3.444,7.3,91081,Achyut Potdar,Commissioner of Police,ACTOR,3
4240,tm184326,Damini,MOVIE,1993,NR,180,"['drama', 'crime']",['IN'],tt0106655,8.0,3490.0,3.444,7.3,61013,Aamir Khan,Himself,ACTOR,19
4241,tm184326,Damini,MOVIE,1993,NR,180,"['drama', 'crime']",['IN'],tt0106655,8.0,3490.0,3.444,7.3,64436,Rajkumar Santoshi,Unavailable,DIRECTOR,3
4242,tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",['IN'],tt0136153,4.0,2322.0,2.135,5.2,38632,Shah Rukh Khan,Vikram / Hari / Gopal Mayur,ACTOR,29
4243,tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",['IN'],tt0136153,4.0,2322.0,2.135,5.2,63365,Sonali Bendre,Bijuriya,ACTOR,7
4244,tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",['IN'],tt0136153,4.0,2322.0,2.135,5.2,14177,Saeed Jaffrey,Madadgar,ACTOR,3
4245,tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",['IN'],tt0136153,4.0,2322.0,2.135,5.2,109501,Sunny Singh Nijjar,Nandu,ACTOR,3
4246,tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",['IN'],tt0136153,4.0,2322.0,2.135,5.2,145863,Rajeshwari Sachdev,Katariya,ACTOR,3
4247,tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",['IN'],tt0136153,4.0,2322.0,2.135,5.2,291826,Kiran Kumar,Bheema Khalasi,ACTOR,4
4248,tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",['IN'],tt0136153,4.0,2322.0,2.135,5.2,311880,Vivek Vaswani,Waiter,ACTOR,4
4250,tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",['IN'],tt0136153,4.0,2322.0,2.135,5.2,104976,Mushtaq Khan,Hitman,ACTOR,5
4251,tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",['IN'],tt0136153,4.0,2322.0,2.135,5.2,342382,Anju Mahendru,TV Interviewer,ACTOR,3
4253,tm34391,Before the Flying Circus,MOVIE,2000,NR,55,"['comedy', 'documentation']",['GB'],tt9230920,7.0,161.0,2.211,8.5,1549,John Cleese,Himself,ACTOR,11
4254,tm34391,Before the Flying Circus,MOVIE,2000,NR,55,"['comedy', 'documentation']",['GB'],tt9230920,7.0,161.0,2.211,8.5,11472,Graham Chapman,Himself,ACTOR,6
4255,tm34391,Before the Flying Circus,MOVIE,2000,NR,55,"['comedy', 'documentation']",['GB'],tt9230920,7.0,161.0,2.211,8.5,11474,Eric Idle,Himself,ACTOR,9
4256,tm34391,Before the Flying Circus,MOVIE,2000,NR,55,"['comedy', 'documentation']",['GB'],tt9230920,7.0,161.0,2.211,8.5,11476,Michael Palin,Himself,ACTOR,9
4257,tm34391,Before the Flying Circus,MOVIE,2000,NR,55,"['comedy', 'documentation']",['GB'],tt9230920,7.0,161.0,2.211,8.5,11475,Terry Jones,Himself,ACTOR,11
4258,tm34391,Before the Flying Circus,MOVIE,2000,NR,55,"['comedy', 'documentation']",['GB'],tt9230920,7.0,161.0,2.211,8.5,11473,Terry Gilliam,Himself,ACTOR,9
4270,tm21911,Sam Kinison: Live in Vegas,MOVIE,1991,NR,72,"['comedy', 'music', 'documentation']",['US'],tt0249934,7.0,272.0,1.37,6.0,110785,Sam Kinison,Himself,ACTOR,3
4271,tm118438,Anjaam,MOVIE,1994,NR,146,"['thriller', 'romance', 'drama']",['IN'],tt0109134,7.0,6465.0,3.143,7.1,38632,Shah Rukh Khan,Vijay Agnihotri,ACTOR,29
4272,tm118438,Anjaam,MOVIE,1994,NR,146,"['thriller', 'romance', 'drama']",['IN'],tt0109134,7.0,6465.0,3.143,7.1,61018,Madhuri Dixit,Shivani Chopra,ACTOR,6
4273,tm118438,Anjaam,MOVIE,1994,NR,146,"['thriller', 'romance', 'drama']",['IN'],tt0109134,7.0,6465.0,3.143,7.1,189722,Deepak Tijori,Ashok Chopra,ACTOR,4
4274,tm118438,Anjaam,MOVIE,1994,NR,146,"['thriller', 'romance', 'drama']",['IN'],tt0109134,7.0,6465.0,3.143,7.1,38637,Johnny Lever,Champa Chameli,ACTOR,18
4275,tm118438,Anjaam,MOVIE,1994,NR,146,"['thriller', 'romance', 'drama']",['IN'],tt0109134,7.0,6465.0,3.143,7.1,63306,Himani Shivpuri,Nisha,ACTOR,6
4278,tm118438,Anjaam,MOVIE,1994,NR,146,"['thriller', 'romance', 'drama']",['IN'],tt0109134,7.0,6465.0,3.143,7.1,291826,Kiran Kumar,Arjun Singh,ACTOR,4
4279,tm118438,Anjaam,MOVIE,1994,NR,146,"['thriller', 'romance', 'drama']",['IN'],tt0109134,7.0,6465.0,3.143,7.1,64512,Tinnu Anand,Mohanlal,ACTOR,12
4280,tm118438,Anjaam,MOVIE,1994,NR,146,"['thriller', 'romance', 'drama']",['IN'],tt0109134,7.0,6465.0,3.143,7.1,469459,Kalpana Iyer,Prison Warden,ACTOR,3
4282,tm62176,Mann,MOVIE,1999,NR,174,"['drama', 'romance']",['IN'],tt0206921,6.0,5413.0,2.852,6.8,61013,Aamir Khan,Karan Dev Singh,ACTOR,19
4283,tm62176,Mann,MOVIE,1999,NR,174,"['drama', 'romance']",['IN'],tt0206921,6.0,5413.0,2.852,6.8,119912,Manisha Koirala,Priya Verma,ACTOR,9
4284,tm62176,Mann,MOVIE,1999,NR,174,"['drama', 'romance']",['IN'],tt0206921,6.0,5413.0,2.852,6.8,67321,Sharmila Tagore,Dev's grandmother,ACTOR,3
4285,tm62176,Mann,MOVIE,1999,NR,174,"['drama', 'romance']",['IN'],tt0206921,6.0,5413.0,2.852,6.8,5410,Anil Kapoor,Raj,ACTOR,11
4286,tm62176,Mann,MOVIE,1999,NR,174,"['drama', 'romance']",['IN'],tt0206921,6.0,5413.0,2.852,6.8,64107,Dalip Tahil,Pratap Rai Singhania,ACTOR,8
4287,tm62176,Mann,MOVIE,1999,NR,174,"['drama', 'romance']",['IN'],tt0206921,6.0,5413.0,2.852,6.8,128103,Neeraj Vora,Nattu,ACTOR,3
4291,tm62176,Mann,MOVIE,1999,NR,174,"['drama', 'romance']",['IN'],tt0206921,6.0,5413.0,2.852,6.8,45227,Rani Mukerji,Special Appearance in the song 'Kali Nagin Ke Jaisi',ACTOR,16
4293,tm62176,Mann,MOVIE,1999,NR,174,"['drama', 'romance']",['IN'],tt0206921,6.0,5413.0,2.852,6.8,104976,Mushtaq Khan,Unavailable,ACTOR,5
4294,tm62176,Mann,MOVIE,1999,NR,174,"['drama', 'romance']",['IN'],tt0206921,6.0,5413.0,2.852,6.8,63374,Ketki Dave,Unavailable,ACTOR,3
4296,tm62176,Mann,MOVIE,1999,NR,174,"['drama', 'romance']",['IN'],tt0206921,6.0,5413.0,2.852,6.8,112630,Paresh Ganatra,Unavailable,ACTOR,3
4299,tm57169,Monty Python: Live at Aspen,MOVIE,1998,NR,58,"['comedy', 'documentation']","['US', 'GB']",tt0287570,8.0,1092.0,3.291,6.9,20275,Robert Klein,Host,ACTOR,3
4300,tm57169,Monty Python: Live at Aspen,MOVIE,1998,NR,58,"['comedy', 'documentation']","['US', 'GB']",tt0287570,8.0,1092.0,3.291,6.9,1549,John Cleese,Self,ACTOR,11
4301,tm57169,Monty Python: Live at Aspen,MOVIE,1998,NR,58,"['comedy', 'documentation']","['US', 'GB']",tt0287570,8.0,1092.0,3.291,6.9,11473,Terry Gilliam,Self,ACTOR,9
4302,tm57169,Monty Python: Live at Aspen,MOVIE,1998,NR,58,"['comedy', 'documentation']","['US', 'GB']",tt0287570,8.0,1092.0,3.291,6.9,11474,Eric Idle,Self,ACTOR,9
4303,tm57169,Monty Python: Live at Aspen,MOVIE,1998,NR,58,"['comedy', 'documentation']","['US', 'GB']",tt0287570,8.0,1092.0,3.291,6.9,11475,Terry Jones,Self,ACTOR,11
4304,tm57169,Monty Python: Live at Aspen,MOVIE,1998,NR,58,"['comedy', 'documentation']","['US', 'GB']",tt0287570,8.0,1092.0,3.291,6.9,11476,Michael Palin,Self,ACTOR,9
4305,tm57169,Monty Python: Live at Aspen,MOVIE,1998,NR,58,"['comedy', 'documentation']","['US', 'GB']",tt0287570,8.0,1092.0,3.291,6.9,2124,Eddie Izzard,Self,ACTOR,3
4306,tm57169,Monty Python: Live at Aspen,MOVIE,1998,NR,58,"['comedy', 'documentation']","['US', 'GB']",tt0287570,8.0,1092.0,3.291,6.9,11472,Graham Chapman,Self / Various (archive footage),ACTOR,6
4310,tm57169,Monty Python: Live at Aspen,MOVIE,1998,NR,58,"['comedy', 'documentation']","['US', 'GB']",tt0287570,8.0,1092.0,3.291,6.9,33593,George Wendt,Audience Member (uncredited),ACTOR,3
4314,tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,PG-13,59,"['comedy', 'documentation']",['US'],tt0938331,8.0,166.0,2.935,5.5,12020,Sinbad,Himself,ACTOR,4
4315,tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,PG-13,59,"['comedy', 'documentation']",['US'],tt0938331,8.0,166.0,2.935,5.5,36204,Debbie Allen,Unavailable,DIRECTOR,3
4319,tm44776,The Other,MOVIE,1999,NR,106,"['drama', 'european', 'romance']","['EG', 'FR']",tt0196355,6.0,987.0,0.981,5.9,264123,Mahmoud Hemida,Khalil,ACTOR,4
4323,tm44776,The Other,MOVIE,1999,NR,106,"['drama', 'european', 'romance']","['EG', 'FR']",tt0196355,6.0,987.0,0.981,5.9,236126,Ahmed Fouad Selim,Ahmed,ACTOR,3
4331,tm44776,The Other,MOVIE,1999,NR,106,"['drama', 'european', 'romance']","['EG', 'FR']",tt0196355,6.0,987.0,0.981,5.9,173191,Youssef Chahine,Unavailable,DIRECTOR,13
4332,tm104933,Sinbad: Son of a Preacher Man,MOVIE,1996,NR,56,"['comedy', 'documentation']",['US'],tt0938333,7.0,115.0,2.328,5.8,12020,Sinbad,Himself,ACTOR,4
4335,tm256669,Gumrah,MOVIE,1993,NR,149,"['action', 'crime', 'drama', 'thriller']",['IN'],tt0107060,6.0,784.0,2.345,6.7,63666,Sanjay Dutt,Unavailable,ACTOR,14
4336,tm256669,Gumrah,MOVIE,1993,NR,149,"['action', 'crime', 'drama', 'thriller']",['IN'],tt0107060,6.0,784.0,2.345,6.7,61020,Sridevi,Unavailable,ACTOR,5
4337,tm256669,Gumrah,MOVIE,1993,NR,149,"['action', 'crime', 'drama', 'thriller']",['IN'],tt0107060,6.0,784.0,2.345,6.7,1345,Anupam Kher,Unavailable,ACTOR,24
4338,tm256669,Gumrah,MOVIE,1993,NR,149,"['action', 'crime', 'drama', 'thriller']",['IN'],tt0107060,6.0,784.0,2.345,6.7,103843,Mahesh Bhatt,Unavailable,DIRECTOR,4
4339,tm117840,The Emigrant,MOVIE,1994,NR,129,['drama'],"['EG', 'FR']",tt0110545,6.0,998.0,3.436,5.6,323651,Ahmad Bedir,Tut,ACTOR,3
4343,tm117840,The Emigrant,MOVIE,1994,NR,129,['drama'],"['EG', 'FR']",tt0110545,6.0,998.0,3.436,5.6,264123,Mahmoud Hemida,Amihar,ACTOR,4
4344,tm117840,The Emigrant,MOVIE,1994,NR,129,['drama'],"['EG', 'FR']",tt0110545,6.0,998.0,3.436,5.6,332610,Yousra,Simihit,ACTOR,3
4346,tm117840,The Emigrant,MOVIE,1994,NR,129,['drama'],"['EG', 'FR']",tt0110545,6.0,998.0,3.436,5.6,173191,Youssef Chahine,Unavailable,DIRECTOR,13
4347,tm334788,Yodha,MOVIE,1991,NR,142,"['drama', 'action']",['IN'],tt0267130,4.0,198.0,0.6,5.0,57761,Sunny Deol,Unavailable,ACTOR,5
4348,tm334788,Yodha,MOVIE,1991,NR,142,"['drama', 'action']",['IN'],tt0267130,4.0,198.0,0.6,5.0,63666,Sanjay Dutt,Unavailable,ACTOR,14
4349,tm334788,Yodha,MOVIE,1991,NR,142,"['drama', 'action']",['IN'],tt0267130,4.0,198.0,0.6,5.0,69034,Paresh Rawal,Unavailable,ACTOR,22
4350,tm334788,Yodha,MOVIE,1991,NR,142,"['drama', 'action']",['IN'],tt0267130,4.0,198.0,0.6,5.0,20201,Danny Denzongpa,Unavailable,ACTOR,7
4353,tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],tt0139872,8.0,2528.0,3.988,7.4,68294,Meena,Janaki,ACTOR,3
4357,tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],tt0139872,8.0,2528.0,3.988,7.4,45436,Nassar,Bhai,ACTOR,17
4358,tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],tt0139872,8.0,2528.0,3.988,7.4,68740,Delhi Ganesh,Sethurama Iyer,ACTOR,5
4368,tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],tt0139872,8.0,2528.0,3.988,7.4,133053,Kanal Kannan,Rogue,ACTOR,3
4369,tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],tt0139872,8.0,2528.0,3.988,7.4,119079,K. S. Ravikumar,Spectator during fight in market,ACTOR,5
4373,tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],tt0139872,8.0,2528.0,3.988,7.4,119079,K. S. Ravikumar,Unavailable,DIRECTOR,5
4374,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,7.0,1212.0,1.729,6.6,191886,Arvind Swamy,Thomas Thangadurai,ACTOR,3
4375,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,7.0,1212.0,1.729,6.6,64531,Prabhu Deva,Deva,ACTOR,5
4376,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,7.0,1212.0,1.729,6.6,38633,Kajol,Priya Amalraj,ACTOR,10
4378,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,7.0,1212.0,1.729,6.6,45436,Nassar,Guru,ACTOR,17
4379,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,7.0,1212.0,1.729,6.6,69223,Girish Karnad,Amalraj,ACTOR,3
4381,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,7.0,1212.0,1.729,6.6,64203,Prakash Raj,Jaipal,ACTOR,9
4384,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,7.0,1212.0,1.729,6.6,158590,Mohan Raman,Unavailable,ACTOR,4
4388,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,7.0,1212.0,1.729,6.6,432789,Rajiv Menon,Thomas's employee (uncredited),ACTOR,3
4389,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,7.0,1212.0,1.729,6.6,146101,Gautham Vasudev Menon,A man in the crowd (uncredited),ACTOR,4
4390,tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,7.0,1212.0,1.729,6.6,432789,Rajiv Menon,Unavailable,DIRECTOR,3
4391,tm110766,Chronicle of a Disappearance,MOVIE,1996,NR,88,['drama'],"['US', 'FR', 'DE', 'PS']",tt0115895,7.0,718.0,1.958,6.7,74584,Elia Suleiman,E.S.,ACTOR,4
4392,tm110766,Chronicle of a Disappearance,MOVIE,1996,NR,88,['drama'],"['US', 'FR', 'DE', 'PS']",tt0115895,7.0,718.0,1.958,6.7,48281,Ali Suliman,The Man,ACTOR,4
4400,tm110766,Chronicle of a Disappearance,MOVIE,1996,NR,88,['drama'],"['US', 'FR', 'DE', 'PS']",tt0115895,7.0,718.0,1.958,6.7,74584,Elia Suleiman,Unavailable,DIRECTOR,4
4401,tm118256,Yaar Gaddar,MOVIE,1994,NR,147,"['crime', 'action', 'drama']",['IN'],tt0111780,4.0,142.0,2.755,4.0,53151,Saif Ali Khan,Unavailable,ACTOR,13
4402,tm118256,Yaar Gaddar,MOVIE,1994,NR,147,"['crime', 'action', 'drama']",['IN'],tt0111780,4.0,142.0,2.755,4.0,63667,Mithun Chakraborty,Unavailable,ACTOR,12
4404,tm118256,Yaar Gaddar,MOVIE,1994,NR,147,"['crime', 'action', 'drama']",['IN'],tt0111780,4.0,142.0,2.755,4.0,57763,Prem Chopra,Unavailable,ACTOR,5
4405,tm118256,Yaar Gaddar,MOVIE,1994,NR,147,"['crime', 'action', 'drama']",['IN'],tt0111780,4.0,142.0,2.755,4.0,54349,Gulshan Grover,Unavailable,ACTOR,12
4407,tm118256,Yaar Gaddar,MOVIE,1994,NR,147,"['crime', 'action', 'drama']",['IN'],tt0111780,4.0,142.0,2.755,4.0,38637,Johnny Lever,Unavailable,ACTOR,18
4408,tm118256,Yaar Gaddar,MOVIE,1994,NR,147,"['crime', 'action', 'drama']",['IN'],tt0111780,4.0,142.0,2.755,4.0,434193,Umesh Mehra,Unavailable,DIRECTOR,8
4409,tm64729,Sinbad: Nothin' but the Funk,MOVIE,1998,NR,55,"['comedy', 'documentation']",['US'],tt0938332,6.0,65.0,1.822,5.3,12020,Sinbad,Himself,ACTOR,4
4411,tm314602,Dushmani,MOVIE,1995,NR,156,"['romance', 'action', 'drama']",['IN'],tt0112916,5.0,248.0,2.741,7.5,57761,Sunny Deol,Suraj Singh,ACTOR,5
4412,tm314602,Dushmani,MOVIE,1995,NR,156,"['romance', 'action', 'drama']",['IN'],tt0112916,5.0,248.0,2.741,7.5,64558,Jackie Shroff,Jai Singh,ACTOR,7
4413,tm314602,Dushmani,MOVIE,1995,NR,156,"['romance', 'action', 'drama']",['IN'],tt0112916,5.0,248.0,2.741,7.5,1345,Anupam Kher,Oberoi,ACTOR,24
4414,tm314602,Dushmani,MOVIE,1995,NR,156,"['romance', 'action', 'drama']",['IN'],tt0112916,5.0,248.0,2.741,7.5,119912,Manisha Koirala,Sapna Oberoi,ACTOR,9
4415,tm314602,Dushmani,MOVIE,1995,NR,156,"['romance', 'action', 'drama']",['IN'],tt0112916,5.0,248.0,2.741,7.5,69484,Deepti Naval,Rama Oberoi,ACTOR,4
4416,tm314602,Dushmani,MOVIE,1995,NR,156,"['romance', 'action', 'drama']",['IN'],tt0112916,5.0,248.0,2.741,7.5,145986,Raghubir Yadav,Raghu,ACTOR,9
4420,tm25389,Fiza,MOVIE,2000,NR,170,"['drama', 'romance', 'action', 'crime']",['IN'],tt0248012,6.0,4168.0,3.297,6.3,55476,Hrithik Roshan,Amaan Ikramullah,ACTOR,10
4421,tm25389,Fiza,MOVIE,2000,NR,170,"['drama', 'romance', 'action', 'crime']",['IN'],tt0248012,6.0,4168.0,3.297,6.3,61019,Karisma Kapoor,Fiza Ikramullah,ACTOR,5
4422,tm25389,Fiza,MOVIE,2000,NR,170,"['drama', 'romance', 'action', 'crime']",['IN'],tt0248012,6.0,4168.0,3.297,6.3,63360,Jaya Bachchan,Nishatbi Ikramullah,ACTOR,3
4425,tm25389,Fiza,MOVIE,2000,NR,170,"['drama', 'romance', 'action', 'crime']",['IN'],tt0248012,6.0,4168.0,3.297,6.3,146298,Isha Koppikar,Gitanjali,ACTOR,4
4428,tm25389,Fiza,MOVIE,2000,NR,170,"['drama', 'romance', 'action', 'crime']",['IN'],tt0248012,6.0,4168.0,3.297,6.3,66872,Manoj Bajpayee,Murad Khan (Guest Appearance),ACTOR,9
4429,tm25389,Fiza,MOVIE,2000,NR,170,"['drama', 'romance', 'action', 'crime']",['IN'],tt0248012,6.0,4168.0,3.297,6.3,64403,Sushmita Sen,"Special Appearance in  ""Mehboob Mere"" Song",ACTOR,3
4431,tm42397,Hello Brother,MOVIE,1999,NR,131,"['romance', 'action', 'comedy', 'fantasy']",['IN'],tt0233856,5.0,4230.0,2.239,5.3,45228,Salman Khan,Hero,ACTOR,11
4432,tm42397,Hello Brother,MOVIE,1999,NR,131,"['romance', 'action', 'comedy', 'fantasy']",['IN'],tt0233856,5.0,4230.0,2.239,5.3,45227,Rani Mukerji,Rani,ACTOR,16
4433,tm42397,Hello Brother,MOVIE,1999,NR,131,"['romance', 'action', 'comedy', 'fantasy']",['IN'],tt0233856,5.0,4230.0,2.239,5.3,64509,Arbaaz Khan,Inspector Vishal,ACTOR,6
4434,tm42397,Hello Brother,MOVIE,1999,NR,131,"['romance', 'action', 'comedy', 'fantasy']",['IN'],tt0233856,5.0,4230.0,2.239,5.3,65975,Shakti Kapoor,Khanna,ACTOR,7
4435,tm42397,Hello Brother,MOVIE,1999,NR,131,"['romance', 'action', 'comedy', 'fantasy']",['IN'],tt0233856,5.0,4230.0,2.239,5.3,65673,Sohail Khan,Unavailable,DIRECTOR,5
4436,tm449775,Shikari,MOVIE,1991,NR,162,"['drama', 'action']","['IN', 'SU']",tt0170416,6.0,66.0,1.406,5.0,63667,Mithun Chakraborty,Shankar,ACTOR,12
4437,tm449775,Shikari,MOVIE,1991,NR,162,"['drama', 'action']","['IN', 'SU']",tt0170416,6.0,66.0,1.406,5.0,55478,Naseeruddin Shah,Fakira,ACTOR,19
4438,tm449775,Shikari,MOVIE,1991,NR,162,"['drama', 'action']","['IN', 'SU']",tt0170416,6.0,66.0,1.406,5.0,63303,Amrish Puri,Nahar Singh,ACTOR,6
4441,tm449775,Shikari,MOVIE,1991,NR,162,"['drama', 'action']","['IN', 'SU']",tt0170416,6.0,66.0,1.406,5.0,54349,Gulshan Grover,Bob,ACTOR,12
4444,tm449775,Shikari,MOVIE,1991,NR,162,"['drama', 'action']","['IN', 'SU']",tt0170416,6.0,66.0,1.406,5.0,59641,Dara Singh,Unavailable,ACTOR,3
4445,tm449775,Shikari,MOVIE,1991,NR,162,"['drama', 'action']","['IN', 'SU']",tt0170416,6.0,66.0,1.406,5.0,434193,Umesh Mehra,Unavailable,DIRECTOR,8
4534,tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],tt0800039,7.0,280121.0,18.358,6.5,4876,Jason Segel,Peter Bretter,ACTOR,4
4535,tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],tt0800039,7.0,280121.0,18.358,6.5,1947,Kristen Bell,Sarah Marshall,ACTOR,4
4536,tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],tt0800039,7.0,280121.0,18.358,6.5,5933,Mila Kunis,Rachel Jansen,ACTOR,3
4537,tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],tt0800039,7.0,280121.0,18.358,6.5,4878,Russell Brand,Aldous Snow,ACTOR,3
4538,tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],tt0800039,7.0,280121.0,18.358,6.5,7633,Bill Hader,Brian Bretter,ACTOR,5
4539,tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],tt0800039,7.0,280121.0,18.358,6.5,4073,Jonah Hill,Matthew Van Der Wyk,ACTOR,7
4540,tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],tt0800039,7.0,280121.0,18.358,6.5,81437,Liz Cackowski,Liz Bretter,ACTOR,4
4541,tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],tt0800039,7.0,280121.0,18.358,6.5,4886,Jack McBrayer,Darald,ACTOR,3
